Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Hunter Street,WC1N 1BD,CA-D,CA-D,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530295,182359,"LINESTRING (530295.496801762 182353.511105652,530297.42614606 182354.270888166,530297.360185571 182354.450836656,530293.889014848 182363.858143843,530293.83129942 182364.048089471,530291.860729817 182363.348289787)","LINESTRING (-0.123241903120571 51.5250830602586,-0.123213827613567 51.5250894434186,-0.123214711370649 51.5250910757465,-0.123261242261148 51.5251764154938,-0.123262003546352 51.5251781357612,-0.123290650845244 51.5251723011337)",46036181,Defined By Custodian,4/9/17 23:31,1187
resident permit holders only,5,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Handel Street,WC1N 1BE,CA-D,CA-D,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530256,182381,"LINESTRING (530245.078253129 182375.154910177,530244.377422936 182377.07436074,530244.509343913 182377.124346432,530267.710945852 182386.101776669,530267.859356952 182386.161759499,530268.535451962 182384.452248841)","LINESTRING (-0.123960255205899 51.5252891832239,-0.123969642683029 51.5253065940311,-0.123967723713558 51.5253070128377,-0.123630155635558 51.5253823432216,-0.123627995403008 51.5253828480627,-0.123618886830036 51.5253673295752)",46036182,Defined By Custodian,4/9/17 23:31,1188
resident permit holders only,2,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Handel Street,WC1N 1NP,CA-D,CA-D,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530226,182369,"LINESTRING (530222.32188449 182366.137491386,530221.596319113 182367.926979151,530221.695259847 182367.966967704,530230.789562241 182371.605926063,530230.896748035 182371.665908893,530231.647048596 182369.846429714)","LINESTRING (-0.124291422639097 51.5252133899503,-0.124301214566985 51.5252296385065,-0.124299774421539 51.5252299750756,-0.124167414501419 51.525260581896,-0.124165848188231 51.5252610962446,-0.124155711034191 51.5252445724583)",46036183,Defined By Custodian,4/9/17 23:31,1189
resident permit holders only,4,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7DE,CA-H,CA-H,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525938,185612,"LINESTRING (525931.097383812 185621.655609019,525929.720458608 185620.216021096,525935.764088395 185614.957526325,525940.678144811 185610.788719633,525946.095149955 185605.070356498,525947.496810342 185606.499947282)","LINESTRING (-0.184950523588239 51.555442618528,-0.184970888906344 51.5554299882106,-0.184885642676848 51.5553813830636,-0.184816291139092 51.5553428226526,-0.184740243420366 51.5552902243799,-0.184719525087993 51.5553027592978)",46035066,Defined By Custodian,4/9/17 23:31,119
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Handel Street,WC1N 1NP,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530218,182366,"MULTILINESTRING ((530221.357212342 182367.837004906,530216.171068909 182365.777594406),(530216.830673797 182364.018098056,530216.171068909 182365.777594406),(530216.715242942 182363.978109503,530216.072128176 182365.737605852,530216.171068909 182365.777594406),(530222.074532657 182366.057514279,530221.357212342 182367.837004906),(530222.222943757 182366.097502833,530221.480888258 182367.886990597,530221.357212342 182367.837004906))","MULTILINESTRING ((-0.124304692457163 51.5252288850245,-0.124380166512998 51.5252115725804),(-0.124371313736767 51.5251956087456,-0.124380166512998 51.5252115725804),(-0.124372991443454 51.5251952759741,-0.124381606657293 51.5252112360103,-0.124380166512998 51.5252115725804),(-0.124295015617784 51.5252127282083,-0.124304692457163 51.5252288850245),(-0.124292862784074 51.5252130533813,-0.124302892275415 51.525229305736,-0.124304692457163 51.5252288850245))",46036184,Defined By Custodian,4/9/17 23:31,1190
paid-for,7,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13444,D314,Marchmont Street,WC1N 1AP,CA-D,N/A,34,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530153,182358,"LINESTRING (530145.255298378 182374.255167726,530147.390769204 182374.874990303,530159.238922006 182342.284319286,530157.47447893 182341.584519601)","LINESTRING (-0.125398677487473 51.5253040882865,-0.125367684243953 51.5253091667428,-0.12520902444829 51.5250135592805,-0.125234701882007 51.5250076767139)",46036185,Defined By Custodian,4/9/17 23:31,1191
disabled (dedicated),1,at any time,N/A,N/A,N/A,N/A,Maygrove Road,NW6 2EG,CA-Q,N/A,1018,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,,,46126866,Defined By Custodian,4/9/17 23:31,8293
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1AP,CA-D,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530164,182328,"LINESTRING (530161.44035332 182330.797607323,530163.147080968 182331.427427039,530165.381492526 182325.199209847,530163.691255 182324.539398716)","LINESTRING (-0.125181549829126 51.524909825837,-0.125156729740327 51.5249150927994,-0.125126839142376 51.5248586077737,-0.125151432712785 51.5248530674994)",46036186,Defined By Custodian,4/9/17 23:31,1192
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1AP,CA-D,CA-D,19,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530168,182315,"LINESTRING (530163.650029695 182324.429430195,530165.422717832 182325.139227017,530167.80554049 182318.731061336,530168.679516967 182315.951856875,530170.452205103 182311.123239052,530172.29909879 182306.304618368,530170.485185348 182305.62481296)","LINESTRING (-0.125152067207064 51.5248520887478,-0.125126267380464 51.5248580592391,-0.125094305232131 51.5247999229062,-0.125082740396177 51.5247747460451,-0.125058985029576 51.5247309449692,-0.125034156995997 51.5246872166418,-0.125060539566748 51.5246815251836)",46036187,Defined By Custodian,4/9/17 23:31,1193
resident permit holders only,11,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1AN,CA-D,CA-D,60,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530213,182201,"LINESTRING (530216.418420742 182189.058179812,530218.265314428 182189.787970911,530218.207599001 182189.937927987,530208.931905262 182213.941057162,530196.300471655 182245.821931357,530194.404107602 182244.942183182)","LINESTRING (-0.124441858230524 51.5236234082842,-0.124414982634915 51.5236295412146,-0.124415758705164 51.5236309021138,-0.124540520728145 51.5238487452654,-0.124710718347546 51.5241381553349,-0.124738362241202 51.524130686128)",46036188,Defined By Custodian,4/9/17 23:31,1194
car club,2,at any time,N/A,N/A,N/A,N/A,Herbrand Street,WC1N 1LB,CA-D,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530168,182141,"LINESTRING (530169.23193606 182136.043355148,530170.897438403 182136.833129077,530166.271959125 182146.070484912,530164.491025927 182145.200733875)","LINESTRING (-0.125141189053097 51.5231578516914,-0.12511690475932 51.5231645655946,-0.125180128781212 51.5232486431205,-0.125206105499039 51.5232412370589)",46036189,Defined By Custodian,4/9/17 23:31,1195
paid-for,3,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13433,D314,Herbrand Street,WC1N 1HA,CA-D,N/A,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530132,182210,"LINESTRING (530134.536718947 182203.084164915,530136.350632389 182204.043890197,530136.235201534 182204.263827241,530133.926584425 182208.672565252,530131.6427025 182213.021320434,530129.202164414 182217.679986905,530129.103223681 182217.839941118,530127.215104689 182216.80023873)","LINESTRING (-0.125616260830525 51.523768308941,-0.125589775561337 51.523776516062,-0.125591357290076 51.5237785191225,-0.125622988204581 51.5238186701691,-0.125654284973996 51.5238582764712,-0.125687724224286 51.5239007038776,-0.125689090538886 51.5239021640987,-0.125716674378521 51.5238932553137)",46036190,Defined By Custodian,4/9/17 23:31,1196
resident permit holders only,10,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Coram Street,WC1N 1HE,CA-D,CA-D,51,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530151,182253,"LINESTRING (530176.751431784 182261.287504383,530176.017621347 182263.146972116,530175.795004697 182263.037003594,530127.561397255 182244.59228334,530127.330535545 182244.522303372,530128.04785586 182242.6528385)","LINESTRING (-0.12498663367392 51.5242816403058,-0.12499651860617 51.5242985195879,-0.124999766236494 51.5242975826065,-0.125701430489968 51.5241429318921,-0.125704782118165 51.5241423561503,-0.125695138201133 51.5241253908806)",46036191,Defined By Custodian,4/9/17 23:31,1197
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13976,D314,Coram Street,WC1N 1HA,CA-D,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530096,182236,"LINESTRING (530100.847399288 182240.603425139,530101.638925154 182238.673977438,530096.205429888 182236.534589831,530091.456274694 182234.66512496,530090.598788339 182236.594572661)","LINESTRING (-0.126087745364046 51.524113234114,-0.126077054430852 51.5240957127542,-0.12615611882207 51.5240777373402,-0.12622522495568 51.5240620300829,-0.126236866167697 51.5240795666086)",46036192,Defined By Custodian,4/9/17 23:31,1198
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13443,D314,Coram Street,WC1N 1HB,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530066,182225,"LINESTRING (530074.001480343 182230.396346885,530074.735290781 182228.48689346,530066.127446991 182225.187837805,530065.89658528 182225.09786356,530065.088569292 182227.017314123)","LINESTRING (-0.126478253796971 51.5240276846639,-0.126468386806608 51.5240103562988,-0.126593608313138 51.5239826894759,-0.126596967293255 51.5239819340275,-0.126607899645838 51.5239993692955)",46036193,Defined By Custodian,4/9/17 23:31,1199
resident permit holders only,4,mon-sat 09:00-22:00,N/A,N/A,N/A,N/A,Church Row,NW3 6UU,CA-H,CA-H,20,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526144,185617,"LINESTRING (526154.860097034 185618.856410281,526154.464334102 185620.525932385,526154.258207574 185620.475946693,526133.851681349 185615.097486262,526133.662044944 185615.04750057,526134.074297999 185613.317995636)","LINESTRING (-0.181725674814698 51.5553675178448,-0.181730781968688 51.5553826099969,-0.181733771478901 51.555382206832,-0.18202988676762 51.5553384298946,-0.182032638544926 51.5553380230388,-0.182027315060444 51.5553223881589)",46034959,Defined By Custodian,4/9/17 23:31,12
resident permit holders only,1,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7DE,CA-H,CA-H,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525923,185625,"LINESTRING (525922.604970878 185628.573628756,525921.343476529 185626.964089482,525926.100876785 185623.095196941,525927.271675461 185624.774716184)","LINESTRING (-0.185070479082118 51.5555066836142,-0.185089241088816 51.5554925002068,-0.185022040343696 51.5554566701346,-0.185004560805063 51.5554715026567)",46035067,Defined By Custodian,4/9/17 23:31,120
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Herbrand Street,WC1N 1JX,CA-D,CA-D,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530093,182289,"LINESTRING (530095.760196588 182291.088973801,530093.797872046 182289.919308614,530093.880322657 182289.789345816,530101.515249237 182275.423458008,530103.395123168 182276.473157535)","LINESTRING (-0.126142406981298 51.5245680989186,-0.126171108105126 51.5245580391827,-0.126169968251376 51.5245568522831,-0.126065278154163 51.5244259945523,-0.126037809146967 51.5244349951539)",46036194,Defined By Custodian,4/9/17 23:31,1200
resident permit holders only,3,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Herbrand Street,WC1N 1JS,CA-D,CA-D,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530080,182310,"LINESTRING (530086.402052239 182294.368035179,530088.13351507 182295.247783354,530080.27597184 182310.083536664,530080.210011352 182310.183508047,530078.453813337 182309.313757011)","LINESTRING (-0.126276012560736 51.5245997201118,-0.126250744223544 51.5246072276273,-0.126358469005387 51.5247423589233,-0.126359382371043 51.5247432725054,-0.126385003420279 51.5247358604994)",46036195,Defined By Custodian,4/9/17 23:31,1201
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Herbrand Street,WC1H 9RU,CA-D,CA-D,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530057,182352,"LINESTRING (530061.221635636 182342.204342179,530062.730481817 182343.354013089,530057.750464912 182352.821303105,530057.668014301 182352.971260181,530055.986021837 182351.861577824)","LINESTRING (-0.126621123425604 51.5250354004213,-0.126598962434661 51.5250453849194,-0.126667214518756 51.5251316095729,-0.126668347025177 51.5251329761487,-0.126692987704953 51.5251233908349)",46036196,Defined By Custodian,4/9/17 23:31,1202
resident permit holders only,7,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Kenton Street,WC1N 1NN,CA-D,CA-D,44,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530193,182383,"LINESTRING (530183.561852254 182403.766720132,530185.458216307 182404.466519816,530185.532421857 182404.216591357,530201.305223744 182363.588221107,530201.362939171 182363.478252585,530199.400614629 182362.658487241)","LINESTRING (-0.124835922239727 51.5255604764509,-0.124808343925348 51.5255663285446,-0.12480736715606 51.5255640654471,-0.124595137897147 51.5251953217204,-0.124594347031053 51.5251943201836,-0.124622919691376 51.5251874052462)",46036197,Defined By Custodian,4/9/17 23:31,1203
paid-for,6,mon-sat 08:30-18:30,2 hours,å£4.65 p/h,13875,E115,Bedford Place,WC1A 2NS,CA-E,N/A,32,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530276,181749,"LINESTRING (530280.779367697 181740.536567788,530282.156292901 181741.726227251,530276.087927931 181749.953872113,530262.615498091 181767.598821298,530261.156122276 181766.25920476)","LINESTRING (-0.123680358136933 51.5195778938225,-0.123660084697098 51.519588267553,-0.123744458372 51.5196636044193,-0.123932007538247 51.5198252767113,-0.12395352407538 51.5198135743248)",46036198,Defined By Custodian,4/9/17 23:31,1204
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Morwell Street,WC1B 3AZ,CA-C,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529739,181607,"LINESTRING (529739.029382988 181611.543491672,529737.388615829 181610.46380073,529740.760845819 181605.265288789,529742.508798773 181606.304991177)","LINESTRING (-0.13153151740121 51.5185432486517,-0.131555548639761 51.5185339223229,-0.131508885855728 51.5184864313552,-0.13148332540231 51.518495373717)",46036199,Defined By Custodian,4/9/17 23:31,1205
resident permit holders only,2,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,University Street,WC1E 6JL,CA-E,CA-E,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529472,182171,"LINESTRING (529467.808098068 182170.333539684,529468.756280094 182168.833968932,529477.232202906 182174.412372131,529476.020178924 182175.901945745)","LINESTRING (-0.135233173966814 51.5236270746842,-0.135220065010971 51.5236133814041,-0.135095913114342 51.5236615714367,-0.135112826618547 51.5236752353168)",46036200,Defined By Custodian,4/9/17 23:31,1206
loading,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1AP,CA-D,N/A,20,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530175,182297,"LINESTRING (530169.899786009 182305.064973213,530172.398039523 182305.994707079,530178.746736571 182288.079835158,530176.26497318 182287.130107015)","LINESTRING (-0.125069179610776 51.5246766289213,-0.125032846034761 51.5246844088081,-0.124947998710985 51.5245219529663,-0.124984101992162 51.5245139896265)",46036201,Defined By Custodian,4/9/17 23:31,1207
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1AP,CA-D,CA-D,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530160,182339,"LINESTRING (530157.466233869 182341.514539633,530159.222431884 182342.194345041,530160.104653421 182339.905000359,530160.945649654 182337.515684293,530159.098755967 182336.805887471)","LINESTRING (-0.125234846492872 51.5250070497298,-0.125209295220596 51.5250127545142,-0.125197430676467 51.5249919779428,-0.125186196948113 51.524970312459,-0.125213065858934 51.5249643590409)",46036202,Defined By Custodian,4/9/17 23:31,1208
loading,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1RE,CA-D,N/A,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530141,182389,"LINESTRING (530137.620371799 182394.099487348,530140.044419762 182395.099201183,530143.812412686 182384.852134375,530141.256443744 182383.932397647)","LINESTRING (-0.125501345752161 51.5254841791115,-0.125466054813039 51.5254926050914,-0.125415553249148 51.5253996512528,-0.12545271512006 51.5253919743811)",46036203,Defined By Custodian,4/9/17 23:31,1209
resident permit holders only,3,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7DE,CA-H,CA-H,16,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525910,185636,"LINESTRING (525905.77680117 185643.419379204,525904.259709928 185641.849828483,525916.050147302 185631.352833217,525917.262171284 185633.062343875)","LINESTRING (-0.185307771509545 51.5556438526327,-0.185330204005644 51.5556300855471,-0.185163982181359 51.5555331215744,-0.18514589760784 51.5555482144538)",46035068,Defined By Custodian,4/9/17 23:31,121
car club,2,at any time,N/A,N/A,N/A,N/A,Marchmont Street,WC1N 1RE,CA-D,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530143,182384,"LINESTRING (530142.097439977 182384.032369031,530143.853637991 182384.632197332,530143.903108358 182384.492237395,530147.324808715 182375.104924485,530145.172847767 182374.415121939)","LINESTRING (-0.125440562459454 51.5253926791699,-0.12541504051199 51.5253976652739,-0.125414379475423 51.5253963961196,-0.125368549633755 51.525311248257,-0.125399806270038 51.5253055447145)",46036204,Defined By Custodian,4/9/17 23:31,1210
resident permit holders only,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Coram Street,WC1N 1HA,CA-D,CA-D,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530102,182238,"LINESTRING (530106.47877602 182242.832786991,530107.270301886 182240.823362183,530102.05942327 182238.863923066,530101.812071437 182238.783945959,530101.119486304 182240.633416554)","LINESTRING (-0.126005796999815 51.5241319725025,-0.125995135601023 51.5241137324123,-0.126070926642394 51.5240973229487,-0.126074519508402 51.5240966611509,-0.126083814601712 51.5241134410176)",46036205,Defined By Custodian,4/9/17 23:31,1211
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Coram Street,WC1N 1HB,CA-D,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530078,182229,"LINESTRING (530080.19352123 182232.715682982,530081.133458195 182230.916198079,530075.271219752 182228.806801887,530074.529164253 182230.566298237)","LINESTRING (-0.126388195609724 51.5240471028835,-0.126375318622986 51.5240307153257,-0.12646054820751 51.5240131078799,-0.126470589285303 51.5240290905363)",46036206,Defined By Custodian,4/9/17 23:31,1212
resident permit holders only,3,mon-sat 09:00-19:00,N/A,N/A,N/A,N/A,Chesterford Gardens,NW3 7DE,CA-H,CA-H,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525904,185635,"LINESTRING (525908.794493533 185628.743580108,525910.204398982 185630.173170892,525898.644823318 185640.550200498,525897.078261709 185639.070624022)","LINESTRING (-0.185269516205305 51.5555112903915,-0.185248679049649 51.5555238235645,-0.185411615716851 51.5556196578332,-0.185434729179333 51.5556067103428)",46035071,Defined By Custodian,4/9/17 23:31,124
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13434,D314,Herbrand Street,WC1N 1HX,CA-D,N/A,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530194,182105,"LINESTRING (530196.852890749 182099.573794451,530198.559618397 182101.053370926,530198.378227053 182101.253313693,530194.824605718 182105.662051705,530191.32045475 182110.010806887,530191.139063406 182110.190755377,530189.366375269 182108.811150285)","LINESTRING (-0.124756752519189 51.5228237536303,-0.12473161981624 51.5228366569461,-0.12473415905937 51.5228384955278,-0.124783723672012 51.5228789335161,-0.124832597861921 51.5229188210494,-0.124835144494648 51.5229204799482,-0.124861190515278 51.522908490204)",46036207,Defined By Custodian,4/9/17 23:31,1213
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13435,D314,Herbrand Street,WC1N 1LB,CA-D,N/A,12,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530164,182149,"MULTILINESTRING ((530166.214243697 182146.160459157,530165.900931375 182146.770284596,530163.279001945 182152.008785091,530160.747768187 182156.817408637),(530160.84670892 182156.607468731,530160.739523126 182156.827405775,530158.966834989 182155.907669047),(530166.23073382 182146.130467742,530164.433310499 182145.240722429))","MULTILINESTRING ((-0.125180927007367 51.5232494649727,-0.125185215430268 51.5232550173747,-0.125221052889942 51.5233026974159,-0.125255742538083 51.5233464934287),(-0.125254394702277 51.5233445840009,-0.125255857625031 51.5233465851675,-0.125281734058866 51.5233387279894),(-0.125180700524114 51.5232491916548,-0.125206922174564 51.523241609709))",46036208,Defined By Custodian,4/9/17 23:31,1214
paid-for,8,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13437,D315,Bernard Street,WC1N 1LN,CA-D,N/A,39,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530269,182162,"LINESTRING (530284.54736062 182166.36467576,530283.912490916 182168.004206449,530279.287011638 182166.224715823,530259.391679201 182158.276990836,530246.389217844 182153.288418799,530247.03233261 182151.598902419)","LINESTRING (-0.123468785282677 51.5234037740125,-0.123477325398699 51.5234186541296,-0.123544616520928 51.5234037285101,-0.123834160297087 51.5233368899579,-0.12402331330853 51.5232950554175,-0.124014672719897 51.5232797242372)",46036209,Defined By Custodian,4/9/17 23:31,1215
paid-for,1,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13475,D309,Bedford Way,WC1H 0AL,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529994,182129,"LINESTRING (529993.793525951 182134.373833043,529991.649810065 182132.944242259,529991.756995859 182132.804282323,529994.040877784 182129.425249561,529996.382475137 182126.076208214,529996.506151053 182125.886262585,529998.625131756 182127.575778966)","LINESTRING (-0.127669126732598 51.5231832160266,-0.127700535538244 51.523170861758,-0.127699043033809 51.5231695793449,-0.127667387492487 51.5231386880999,-0.127634889505207 51.5231080530969,-0.127633177877294 51.5231063176886,-0.12760202961551 51.5231210134805)",46036210,Defined By Custodian,4/9/17 23:31,1216
paid-for (buses),2,mon-sat 08:30-18:30,2 hours,å£6.80 p/h,13920,D326,Bedford Way,WC1H 0AL,CA-D,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529987,182138,"LINESTRING (529986.241049982 182145.030782523,529984.056108791 182143.351263281,529991.204576765 182133.674033359,529993.307067346 182135.043641313)","LINESTRING (-0.127773997986398 51.5232807225831,-0.127806092832699 51.5232661317529,-0.127706680466704 51.5231775224905,-0.127675887649808 51.523189347197)",46036211,Defined By Custodian,4/9/17 23:31,1217
paid-for,4,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13921,D326,Bedford Way,WC1B 5ER,CA-D,N/A,14,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530026,182085,"LINESTRING (530024.78671063 182092.125926381,530022.420378094 182090.486395692,530022.486338583 182090.37642717,530026.163635834 182085.597795039,530030.426332423 182080.069377532,530030.508783034 182079.95940901,530032.652498921 182081.688913945)","LINESTRING (-0.127238222450858 51.5227964226828,-0.127272915434734 51.5227822330762,-0.127272005774512 51.5227812296607,-0.127220793778958 51.5227374401593,-0.127161425290516 51.5226867779572,-0.127160278084458 51.522685770748,-0.12712875889505 51.5227008200894)",46036212,Defined By Custodian,4/9/17 23:31,1218
disabled (blue badge),3,at any time,N/A,N/A,N/A,N/A,Bedford Way,WC1H 0AL,CA-D,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529981,182133,"LINESTRING (529987.815856653 182122.247304226,529989.209271979 182123.366983721,529981.739246621 182133.764007604,529978.169135164 182138.892539577,529976.668534044 182137.78285722)","LINESTRING (-0.127759709258434 51.5230756139662,-0.127739223394422 51.5230853557144,-0.127843002615822 51.5231805073987,-0.127892542648595 51.5232274164109,-0.12791456895534 51.5232177891201)",46036213,Defined By Custodian,4/9/17 23:31,1219
resident permit holders only,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Elizabeth Mews,NW3 4TJ,CA-B,CA-B,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527538,184653,"LINESTRING (527541.588678567 184650.663552604,527536.394290074 184656.62184706)","LINESTRING (-0.162084961773477 51.5463551071267,-0.162157672801992 51.5464098256997)",46047061,Defined By Custodian,4/9/17 23:31,5835
